phone,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score Count,Score Recent,Score Max,Score Min,Score Average,Score StdDev,Grade A Count,Grade B Count,Grade C Count,Not Yet Graded,P Count,Z Count,,,,,
7183759237,AKSARAY TURKISH CAFE AND RESTAURANT,BROOKLYN,EAST   16 STREET,11229,Turkish,12,12,24,9,15,6.768912898,8,0,0,0,0,0,,,,,
7183759757,SUSHI AVE X,BROOKLYN,AVENUE X,11223,Japanese,28,12,26,8,17.82142857,6.242349815,11,7,0,0,0,0,,,,,
7183760033,NORA'S PARK BENCH CAFE,BROOKLYN,QUENTIN ROAD,11234,American,17,10,16,4,11.47058824,3.519901402,12,0,0,0,0,0,,,,,
7183760174,KNAPP ST PIZZA II,BROOKLYN,AVENUE X,11223,Pizza,35,18,42,10,22.91428571,9.873825853,11,3,0,0,0,0,,,,,
7183760680,BROOKLYN STEAK CO.,BROOKLYN,AVENUE M,11230,Jewish/Kosher,20,13,28,12,18.5,6.228119595,7,2,0,0,0,0,,,,,
7183760875,ENZO'S PIZZERIA & ITALIAN SPECIALTIES,BROOKLYN,KINGS HIGHWAY,11223,Pizza/Italian,7,12,12,4,8.571428571,3.598941643,7,0,0,0,0,0,,,,,
7183761127,NEW TIMES CHINESE RESTAURANT,BROOKLYN,CONEY ISLAND AVENUE,11223,Chinese,18,13,16,5,12.27777778,3.268486888,9,0,0,0,0,0,,,,,
7183762207,NEW PEKING KITCHEN,BROOKLYN,AVENUE M,11230,Chinese,20,15,27,7,14.3,7.064365729,8,3,0,0,0,0,,,,,
7183762364,LA CEMITA MEXICAN GRILL CORP,BROOKLYN,20TH AVE,11204,Tex-Mex,6,12,15,12,13.5,1.643167673,3,0,0,0,0,0,,,,,
7183762364,LAS BANDERAS,BROOKLYN,MCDONALD AVE,11230,Mexican,4,12,13,12,12.5,0.577350269,4,0,0,0,0,0,,,,,
7183762500,NIRVANA,BROOKLYN,CONEY ISLAND AVENUE,11223,Middle Eastern,21,35,35,6,21.80952381,10.40489811,4,0,0,0,0,0,,,,,
7183762898,NANIWA JAPANESE RESTAURANT,BROOKLYN,KINGS HIGHWAY,11223,Japanese,10,8,17,8,12.3,3.433495142,7,0,0,0,0,0,,,,,
7183763125,ALICES,BROOKLYN,AVENUE U,11223,Jewish/Kosher,48,8,71,8,29.41666667,21.29712131,11,6,0,0,0,0,,,,,
7183763354,TRADITIONS EATERY,BROOKLYN,KINGS HWY,11223,Jewish/Kosher,30,18,45,5,28.8,11.90305669,1,3,4,0,0,0,,,,,
7183763590,DUNKIN' DONUTS,BROOKLYN,CONEY ISLAND AVENUE,11223,Donuts,9,2,38,2,17.11111111,15.97219807,6,0,0,0,0,0,,,,,
7183764444,24 HOUR FITNESS CLUB #289,BROOKLYN,KINGS HWY,11223,"Juice, Smoothies, Fruit Salads",7,17,23,17,20.42857143,3.207134903,0,3,0,0,0,0,,,,,
7183765310,NEW GREAT WALL 1419,BROOKLYN,GRAVESEND NECK RD,11229,Chinese,4,37,37,37,37,0,0,0,0,4,0,0,,,,,
7183765310,NEW GREAT WALL CHINESE RESTAURANT,BROOKLYN,GRAVESEND NECK ROAD,11229,Chinese,20,37,22,8,13.7,5.43962073,12,0,0,0,0,0,,,,,
7183765384,QUENTIN PIZZA,BROOKLYN,QUENTIN ROAD,11234,Pizza,22,13,20,2,14.18181818,5.594524225,10,0,0,0,0,0,,,,,
7183766688,YUM YUMMY CHINESE RESTAURANT,BROOKLYN,EAST 16TH STREET,11229,Chinese,17,9,25,0,15.94117647,7.343965109,6,3,0,0,0,0,,,,,
7183766770,PIZZA EMPORIUM,BROOKLYN,AVENUE S,11234,Pizza,5,9,10,8,8.8,0.836660027,5,0,0,0,0,0,,,,,
7183768058,MARINER INN,BROOKLYN,AVENUE S,11234,American,4,13,13,3,9.75,4.716990566,4,0,0,0,0,0,,,,,
7183768594,SAHARA RESTAURANT,BROOKLYN,CONEY ISLAND AVENUE,11223,Turkish,24,13,38,10,22.75,10.91966714,9,8,0,0,0,0,,,,,
7183768996,KOSHER HUT OF BROOKLYN,BROOKLYN,KINGS HIGHWAY,11223,Jewish/Kosher,31,9,41,2,22.35483871,13.32053149,11,0,0,0,1,0,,,,,
7183769200,MICHAEL'S PASTRY SHOP,BROOKLYN,AVENUE R,11229,Bakery,17,12,22,5,15.64705882,6.412304349,9,0,0,0,0,0,,,,,
7183769732,MCDONALD'S,BROOKLYN,CONEY ISLAND AVE,11223,American,27,2,38,2,17.85185185,13.87777333,10,0,0,0,0,0,,,,,
7183771151,MCDONALD'S,BROOKLYN,FLATBUSH AVE,11234,American,6,13,13,11,11.66666667,1.032795559,6,0,0,0,0,0,,,,,
7183771818,KIDS 'N' ACTION,BROOKLYN,MCDONALD AVENUE,11230,Jewish/Kosher,27,11,27,2,16.18518519,6.895020706,7,9,0,0,0,0,,,,,
7183771895,NEW FLORIDIAN DINER,BROOKLYN,FLATBUSH AVENUE,11234,American,15,12,23,9,14.86666667,6.081196624,8,0,0,0,0,0,,,,,
7183772952,PIZZA BAGEL BURGER,BROOKLYN,MC DONALD AVENUE,11230,American,33,11,26,6,16.96969697,6.085252914,8,8,0,0,0,0,,,,,
7183773508,POPEYES LOUISIANA KITCHEN,BROOKLYN,KINGS PLAZA,11234,Chicken,16,6,16,0,10,4.746928832,8,0,0,0,0,0,,,,,
7183773508,POPEYES LOUISIANA KITCHEN,BROOKLYN,KINGS PLZ,11234,Chicken,3,6,12,5,9.666666667,4.041451884,2,0,0,0,0,0,,,,,
7183774446,HAAGEN-DAZS,BROOKLYN,KINGS PLAZA,11234,"Ice Cream, Gelato, Yogurt, Ices",21,11,19,8,12.38095238,3.680709041,10,3,0,0,0,0,,,,,
7183774992,PIZZA PLUS,BROOKLYN,CONEY ISLAND AVE,11230,Pizza,4,10,10,10,10,0,3,0,0,0,0,0,,,,,
7183775500,TELEIO THE GOURMET BAGEL SHOPPE,BROOKLYN,FLATLANDS AVE,11234,Bakery,5,6,8,6,6.8,1.095445115,5,0,0,0,0,0,,,,,
7183777373,SPOONS,BROOKLYN,AVENUE J,11210,Jewish/Kosher,5,17,17,10,14.2,3.834057903,0,3,0,0,0,0,,,,,
7183777707,JILLY'S COFFEE SHOP,BROOKLYN,SCHENECTADY AVE,11234,Armenian,5,3,10,3,8.6,3.130495168,3,0,0,0,0,0,,,,,
7183778100,FRANK'S PIZZA RESTAURANT,BROOKLYN,FLATBUSH AVENUE,11234,Pizza,15,10,21,7,14.13333333,5.356793639,10,0,0,0,0,0,,,,,
7183779182,GEORGES LUNCHEONETTE,BROOKLYN,UTICA AVENUE,11234,American,6,7,12,5,9.166666667,3.188521078,6,0,0,0,0,0,,,,,
7183779595,ISAAC'S COFFEE SHOP,BROOKLYN,AVENUE K,11210,Caf̩/Coffee/Tea,26,3,31,3,20,8.708616423,9,0,0,0,0,0,,,,,
7183779798,COSTELLO'S CLADDAGH INN,BROOKLYN,NOSTRAND AVENUE,11229,"Bottled beverages, including water, sodas, juices, etc.",13,9,24,9,15.15384615,6.296111946,9,0,0,0,0,0,,,,,
7183781774,EL VALLE RESTAURANT,BRONX,SOUTHERN BOULEVARD,10455,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,13,20,9,13.9047619,3.315188711,9,6,0,0,0,0,,,,,
7183782055,HUNTSPOINT CHINESE RESTAURANT,BRONX,SOUTHERN BOULEVARD,10459,Chinese,28,23,29,10,19.67857143,7.508284666,11,4,0,0,0,0,,,,,
7183782702,SUBWAY,BRONX,EAST 174 STREET,10460,Sandwiches,13,5,22,5,15.23076923,6.808742495,6,0,0,0,0,0,,,,,
7183783006,NEW RED STAR,BRONX,SOUTHERN BOULEVARD,10455,Chinese,13,9,14,9,10.30769231,2.136376035,8,3,0,0,0,0,,,,,
7183783138,NEW FIVE STAR RESTAURANT,BRONX,EAST  174 STREET,10472,Chinese,5,7,7,4,5.8,1.643167673,5,0,0,0,0,0,,,,,
7183784045,SOUTHSIDE CAFE (Produce Market),BRONX,HUNTS POINT TERMINAL MARKET,10474,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",25,32,32,5,15.6,8.892881048,6,3,0,0,0,5,,,,,
7183784236,LINCOLN FRIED CHICKEN,BRONX,WESTCHESTER AVE,10472,American,4,12,13,12,12.5,0.577350269,4,0,0,0,0,0,,,,,
7183784488,NEW YANKEE SK PIZZA,BRONX,WESTCHESTER AVENUE,10472,Pizza,21,14,24,5,16.80952381,5.564342258,5,3,0,0,0,0,,,,,
7183785206,SUBWAY,BRONX,E 163RD ST,10459,Sandwiches,6,15,15,3,11,4.38178046,4,0,0,0,0,0,,,,,
7183785293,CHINESE FRIED CHICKEN,BRONX,EAST  174 STREET,10460,Chinese,9,11,12,8,10.22222222,1.715938357,6,0,0,0,0,0,,,,,
7183785388,MUSIC KITCHEN,BRONX,SOUTHERN BOULEVARD,10460,Chinese,35,39,41,4,25,12.9614814,10,0,0,0,2,0,,,,,
7183785672,DUNKIN DONUTS,BRONX,HUNTS POINT AVE,10459,American,1,10,10,10,10,#DIV/0!,1,0,0,0,0,0,,,,,
7183786588,JO JO PIZZA,BRONX,WESTCHESTER AVENUE,10472,Pizza,6,12,12,7,9.333333333,2.250925735,4,0,0,0,0,0,,,,,
7183787040,SUBWAY,BRONX,LONGWOOD AVENUE,10459,Sandwiches,5,7,12,7,9.6,2.50998008,5,0,0,0,0,0,,,,,
7183787070,N RICO CAFE RESTAURANT,BRONX,SOUTHERN BLVD,10459,American,22,9,22,4,14.72727273,6.056730362,10,4,0,0,0,0,,,,,
7183787888,NEW LUCKY GARDEN,BRONX,WATSON AVE,10472,Chinese,22,12,26,11,19,5.639993246,5,7,0,0,0,0,,,,,
7183787916,AMBASSADOR DINER,BRONX,KELLY STREET,10455,American,11,2,43,0,28.09090909,20.70485231,0,0,0,1,0,0,,,,,
7183789577,ANTHONY & JOE'S PIZZA,BRONX,SOUTHERN BOULEVARD,10460,Pizza,14,7,20,6,11,5.97430395,8,0,0,0,0,0,,,,,
7183790719,SBARRO,BRONX,BAYCHESTER AVE,10475,Pizza/Italian,5,9,10,9,9.4,0.547722558,5,0,0,0,0,0,,,,,
7183792123,PELHAM BAY DINER,BRONX,EAST GUN HILL ROAD,10469,American,57,12,98,9,45.54385965,35.31646226,6,8,5,0,0,0,,,,,
7183792200,XIN HI CHINESE BUFFETT,BRONX,BARTOW AVE,10475,Chinese,7,13,27,13,23,6.831300511,2,0,0,0,0,0,,,,,
7183792438,BEST CHINESE RESTAURANT,BRONX,BOSTON ROAD,10475,Chinese,10,13,17,10,13.4,3.306559138,6,0,0,0,0,0,,,,,
7183796197,NO. 1 CHINESE RESTAURANT,BRONX,EASTCHESTER RD,10469,Chinese,2,4,7,4,5.5,2.121320344,2,0,0,0,0,0,,,,,
7183797500,FROZEN PEAKS,BRONX,BAYCHESTER AVE,10475,"Ice Cream, Gelato, Yogurt, Ices",8,15,33,2,15.875,11.58123482,1,3,0,0,0,0,,,,,
7183797700,BAY PLAZA JAVA,BRONX,BAYCHESTER AVE,10475,Caf̩/Coffee/Tea,20,10,41,5,19.6,13.5662119,8,3,0,0,0,0,,,,,
7183798866,KIRAKU SUSHI JAPANESE RESTAURANT,BRONX,WILLIAMSBRIDGE ROAD,10461,Japanese,22,13,28,10,17.86363636,8.218999212,13,0,0,0,0,0,,,,,
7183800028,SAIGON ASIAN CUISINE,QUEENS,UNION TPKE,11366,Asian,16,13,14,9,11.8125,1.682012683,9,0,0,0,0,0,,,,,
7183800029,CAFE RAE'S,QUEENS,164TH ST,11432,Delicatessen,18,24,38,10,25.55555556,8.9325724,2,0,0,0,0,3,,,,,
7183800100,RED MANGO,QUEENS,PARSONS BLVD,11366,American,4,5,12,5,8.5,4.041451884,2,0,0,0,0,0,,,,,
7183800246,JUICY BAKERY AND COFFEE SHOP,QUEENS,UNION TPKE,11366,"Juice, Smoothies, Fruit Salads",13,7,77,7,45.15384615,35.81630484,4,0,0,0,0,0,,,,,
7183800802,MANNY'S BAKERY & RESTAURANT,QUEENS,UNION TURNPIKE,11366,Filipino,11,8,16,8,10.27272727,2.901410315,9,0,0,0,0,0,,,,,
7183800887,CREPE 'N' TEARIA,QUEENS,UNION TPKE,11366,French,16,9,22,7,15,6.831300511,8,0,0,0,0,0,,,,,
7183800956,CHEF'S GARDEN,QUEENS,164 STREET,11432,Chinese,17,12,22,6,12.35294118,4.949004653,11,0,0,0,0,0,,,,,
7183801172,NAPOLI PIZZA,QUEENS,69 AVENUE,11365,Italian,25,12,30,8,16.72,8.443537963,11,0,0,0,0,0,,,,,
7183801369,168 HI TEA,QUEENS,UNION TURNPIKE,11366,Chinese,29,13,29,7,18.75862069,6.843428404,7,7,0,0,0,0,,,,,
7183801752,WAKER CHICKEN,QUEENS,UNION TPKE,11366,Korean,1,10,10,10,10,#DIV/0!,1,0,0,0,0,0,,,,,
7183801818,GAN DA SUSHI ZONE,QUEENS,SURREY PL,11432,Japanese,9,10,37,4,17.44444444,14.84175791,6,0,0,0,0,0,,,,,
7183802333,SALAD SHACK,QUEENS,UNION TURNPIKE,11367,Salads,8,7,9,0,6.75,2.915475947,6,0,0,0,0,0,,,,,
7183803777,PEKING CHINESE RESTAURANT,QUEENS,188TH ST,11365,Chinese,25,13,28,10,18.52,6.104096985,10,3,0,0,0,0,,,,,
7183804400,MELODY RESTAURANT,QUEENS,72 AVENUE,11367,Jewish/Kosher,26,3,32,3,19.76923077,9.601281966,9,3,0,0,0,0,,,,,
7183804449,HAPISGAH RESTAURANT,QUEENS,UNION TURN PIKE,11367,Jewish/Kosher,9,0,19,0,11.66666667,7.433034374,4,0,0,0,0,0,,,,,
7183804500,PARSONS ALE HOUSE,QUEENS,PARSONS BOULEVARD,11366,American,8,13,17,3,10.75,5.14781507,4,2,0,0,0,0,,,,,
7183804900,PANDA GARDEN,QUEENS,UNION TPKE,11367,Chinese,7,7,12,2,8.285714286,3.450327797,5,0,0,0,0,0,,,,,
7183805200,GENESIS PIZZA PARLOR,QUEENS,UNION TPKE,11367,Pizza,20,3,18,3,12.25,4.632550735,11,0,0,0,0,0,,,,,
7183806152,KFC,QUEENS,UNION TPKE,11366,Chicken,13,2,13,2,9.692307692,2.868931723,9,0,0,0,0,0,,,,,
7183806595,SUBWAY,QUEENS,UNION TPKE,11366,Sandwiches,5,13,30,6,18.4,10.96813567,3,0,0,0,0,0,,,,,
7183806666,TOLMAS,QUEENS,VLEIGH PLACE,11367,Jewish/Kosher,28,7,42,6,21.35714286,13.69567189,10,3,0,0,0,0,,,,,
7183807777,KYOTO RESTAURANT,QUEENS,UNION TPKE,11367,Asian,44,27,52,0,27,14.85589696,8,4,1,0,0,0,,,,,
7183807777,MIRA SUSHI,QUEENS,UNION TPKE,11367,Japanese,5,27,20,5,17,6.708203932,1,0,0,0,0,0,,,,,
7183808334,POPEYES LOUISIANA KITCHEN,BRONX,BOSTON ROAD,10469,Chicken,8,10,13,2,10.125,3.603074084,8,0,0,0,0,0,,,,,
7183808567,GREEN LOTUS,QUEENS,UNION TURNPIKE,11366,Asian,21,7,21,6,14.23809524,5.593789073,12,0,0,0,0,0,,,,,
7183808718,SUBWAY,QUEENS,UNION TURNPIKE,11366,Sandwiches,6,10,13,3,10.83333333,4.020779361,6,0,0,0,0,0,,,,,
7183808878,FUTIGI,QUEENS,69TH AVE,11365,Chinese,10,12,24,12,18,6.32455532,5,0,0,0,0,0,,,,,
7183808900,D'ANGELO'S PIZZA,QUEENS,164 STREET,11432,Pizza,25,13,17,2,12.52,3.606937759,9,4,0,0,0,0,,,,,
7183810100,NEW YORK GRILL RESTAURANT,QUEENS,MYRTLE AVENUE,11385,American,33,12,27,12,20.75757576,4.854317041,4,9,0,0,0,0,,,,,
7183810262,C.M. COFFEE SHOP,BROOKLYN,STANHOPE STREET,11237,American,9,12,12,11,11.66666667,0.5,9,0,0,0,0,0,,,,,
7183810400,SHERWOODS KEEP,QUEENS,CYPRESS AVE,11385,American,14,12,27,10,18.14285714,7.573812604,7,0,0,0,0,0,,,,,
7183810491,ICHIRAN NY,BROOKLYN,JOHNSON AVE,11206,Japanese,3,7,7,0,4.666666667,4.041451884,2,0,0,0,0,0,,,,,
7183810600,BREAD BROTHERS BAGEL CAFE,BROOKLYN,GRAND ST,11211,Delicatessen,5,11,11,9,9.8,1.095445115,5,0,0,0,0,0,,,,,
7183810809,TENDO SUSHI,QUEENS,FRESH POND RD,11385,Japanese,27,13,52,9,22.77777778,15.03926485,10,3,0,0,0,0,,,,,
7183810915,CORATO PIZZA II,QUEENS,MYRTLE AVENUE,11385,Pizza/Italian,16,10,22,6,15.6875,5.42486559,5,3,0,0,0,0,,,,,
7183811042,VAQUEROS,BROOKLYN,MYRTLE AVENUE,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26,33,35,10,27.46153846,9.741584139,6,0,0,0,0,0,,,,,
7183811176,NEW WAN'S GARDEN RESTAURANT,QUEENS,FOREST AVENUE,11385,Chinese,13,11,16,4,10.46153846,4.095025124,10,0,0,0,0,0,,,,,
7183811198,RANDY'S CHINESE RESTAURANT,QUEENS,PUTNAM AVENUE,11385,Chinese,4,2,5,2,3.5,1.732050808,4,0,0,0,0,0,,,,,
7183811333,ALL ABOUT INDIAN FOOD,BROOKLYN,BUSHWICK AVE,11206,Indian,20,24,24,10,16.65,5.214100316,7,0,0,0,0,0,,,,,
7183811363,GLENDALE BAGELS,QUEENS,MYRTLE AVENUE,11385,Bagels/Pretzels,5,7,12,3,8.2,3.834057903,5,0,0,0,0,0,,,,,
7183811669,DANNY'S PIZZERIA & CAFE,BROOKLYN,BUSHWICK AVENUE,11206,Pizza/Italian,23,8,56,4,26.34782609,19.26515624,5,5,0,0,0,0,,,,,
7183811717,SUSANO'S PIZZERIA & RESTAURANT,QUEENS,SENECA AVENUE,11385,Pizza,30,8,39,8,20.76666667,11.39171911,14,0,0,0,0,0,,,,,
7183811721,ESMERALDA'S RESTAURANT,BROOKLYN,MYRTLE AVENUE,11237,Spanish,16,9,25,5,15,6.908931418,8,0,0,0,0,0,,,,,
7183811944,THE SWALLOW CAFE & ESPRESSO BAR,BROOKLYN,BOGART STREET,11206,Caf̩/Coffee/Tea,18,17,19,2,14.5,4.314817152,8,0,0,0,0,0,,,,,
7183812031,SWEET JANE'S,QUEENS,68TH AVE,11385,American,4,10,10,2,8,4,3,0,0,0,0,0,,,,,
7183812116,YOFRESH YOGURT CAFE,QUEENS,MYRTLE AVE,11385,"Ice Cream, Gelato, Yogurt, Ices",6,10,11,10,10.66666667,0.516397779,6,0,0,0,0,0,,,,,
7183812440,BAMBOO TROPICAL,QUEENS,71ST AVE,11385,"Juice, Smoothies, Fruit Salads",8,7,12,7,9.75,2.121320344,5,0,0,0,0,0,,,,,
7183812550,CAFE LOS ARCOS,BROOKLYN,BUSHWICK AVENUE,11206,Spanish,9,12,13,7,11.44444444,2.554951619,9,0,0,0,0,0,,,,,
7183812889,NOTE THAI,BROOKLYN,BUSHWICK AVENUE,11206,Thai,26,11,30,3,17.42307692,8.030806071,8,0,4,0,0,0,,,,,
7183812970,LA FLOR DEL PARAISO RESTAURAUNT,QUEENS,CORNELIA STREET,11385,Spanish,36,13,21,8,16,4.049691346,10,7,0,0,0,0,,,,,
7183813200,DUNKIN' DONUTS,QUEENS,METROPOLITAN AVENUE,11385,Donuts,14,3,21,3,13,5.683985601,8,0,0,0,0,0,,,,,
7183813300,JOHNNY ROCKETS,QUEENS,COOPER AVENUE,11385,American,24,5,32,5,19.08333333,8.48997704,9,0,0,0,0,0,,,,,
7183813783,EXPRESSYOURSELF BARISTA BAR (BKNY),BROOKLYN,CENTRAL AVE,11206,Caf̩/Coffee/Tea,18,12,34,2,17.77777778,9.453014182,5,4,0,0,0,0,,,,,
7183814300,FUNTOPIA USA,QUEENS,METROPOLITAN AVENUE,11379,American,7,2,9,2,8,2.645751311,7,0,0,0,0,0,,,,,
7183814740,L.A. BURRITO,BROOKLYN,WILSON AVENUE,11237,Tex-Mex,28,10,35,5,20.39285714,9.654549055,8,0,0,0,0,0,,,,,
7183815400,BREAD BROTHERS BAGEL CAFE,BROOKLYN,BUSHWICK AVE,11206,Bagels/Pretzels,26,9,25,5,14.61538462,6.37543362,13,0,0,0,0,0,,,,,
7183815700,MR BAGEL,QUEENS,FRESH POND RD,11385,Bagels/Pretzels,5,12,12,9,10.2,1.643167673,5,0,0,0,0,0,,,,,
7183815786,PRECIOUS METAL,BROOKLYN,TROUTMAN ST,11206,American,9,14,14,0,4.888888889,6.863753427,0,3,0,0,0,0,,,,,
7183816262,MAMA BELLA RESTAURANT,BROOKLYN,BUSHWICK AVE,11206,Italian,4,10,10,8,9,1.154700538,2,0,0,0,0,0,,,,,
7183816368,PISA PIZZERIA,QUEENS,MYRTLE AVENUE,11385,Pizza/Italian,21,12,28,10,17.57142857,7.852206241,11,0,0,0,0,0,,,,,
7183816669,HAPPY FRESH TACO,QUEENS,PUTNAM AVE,11385,Mexican,8,16,33,12,18.75,8.988087354,3,0,0,0,0,0,,,,,
7183816669,HAPPY FRESH TACO,QUEENS,PUTNAM AVE,11385,Tex-Mex,18,16,23,7,15.33333333,5.698296959,10,0,0,0,0,0,,,,,
7183817111,K&K SUPER BUFFET,QUEENS,SAINT NICHOLAS AVE,11385,American,4,6,9,6,7.5,1.732050808,4,0,0,0,0,0,,,,,
7183817199,CIRCO PASTRY SHOP,BROOKLYN,KNICKERBOCKER AVENUE,11237,Bakery,12,13,13,5,9.583333333,2.843120352,10,0,0,0,0,0,,,,,
7183818201,FARO,BROOKLYN,JEFFERSON ST,11237,American,2,5,8,5,6.5,2.121320344,2,0,0,0,0,0,,,,,
7183818397,COZY CORNER BAR & RESTAURANT,QUEENS,70 AVENUE,11385,American,17,19,19,8,13.05882353,3.928590527,10,0,0,0,0,0,,,,,
7183818400,CROWN FRIED CHICKEN,BROOKLYN,WYCKOFF AVE,11237,Chicken,12,5,31,5,22.16666667,9.768533279,3,0,0,0,0,0,,,,,
7183818878,JADE ASIAN EXPRESS INC,QUEENS,WOODBINE ST,11385,Chinese/Japanese,26,26,26,12,21.03846154,4.668882258,3,6,0,0,0,5,,,,,
7183818899,EVERYDAY CHINESE RESTAURANT,BROOKLYN,WYCKOFF AVE,11237,Chinese,16,10,19,5,11.6875,4.527232414,10,0,0,0,0,0,,,,,
7183818980,NEW JADE PALACE CHINESE RESTAURANT,QUEENS,MYRTLE AVE,11385,Chinese,36,8,41,8,28.27777778,13.61640001,11,0,0,0,0,0,,,,,
7183819175,KFC,BROOKLYN,MYRTLE AVENUE,11237,Chicken,8,13,13,10,12.25,1.38873015,8,0,0,0,0,0,,,,,
7183819400,ARIS POLLOS A LA BRASA,BROOKLYN,KNICKERBOCKER AVENUE,11221,Spanish,37,10,62,9,24.2972973,17.95343493,10,4,0,0,0,0,,,,,
7183819681,POPEYES LOUISIANA KITCHEN,BROOKLYN,MYRTLE AVENUE,11237,Chicken,24,11,27,9,16.08333333,6.247898197,11,3,0,0,0,0,,,,,
7183819777,DESI GRILL INDIAN CUISINE,BROOKLYN,WYCKOFF AVE,11237,Indian,56,13,51,5,25,13.7576425,7,10,4,0,0,0,,,,,
7183819847,LA RUBIA RESTAURANT,QUEENS,WYCKOFF AVENUE,11385,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",29,12,41,4,24.82758621,11.186947,4,6,0,0,0,0,,,,,
7183821409,BURGER KING,BROOKLYN,CONEY ISLAND AVE,11223,American,7,12,19,2,13.57142857,6.187545094,4,0,0,0,0,0,,,,,
7183821825,WAH LUNG RESTAURANT,BROOKLYN,KINGS HIGHWAY,11229,Chinese,16,13,49,8,26.75,16.67932852,7,0,0,0,0,0,,,,,
7183821900,CAFE RENAISSANCE,BROOKLYN,KINGS HIGHWAY,11223,Jewish/Kosher,12,10,11,7,9.5,1.678744119,7,0,0,0,0,0,,,,,
7183821999,NEW GOLDEN PLACE,BROOKLYN,KINGS HWY,11223,Other,2,5,5,5,5,0,2,0,0,0,0,0,,,,,
7183823300,PECTOPAH TYPMAH (GURMAN RESTAURANT),BROOKLYN,CONEY ISLAND AVENUE,11223,Russian,11,12,18,4,11.09090909,4.482288377,9,0,0,0,0,0,,,,,
7183824328,GOLDEN Z RESTAURANT,BROOKLYN,AVENUE U,11229,Chinese,52,9,34,9,25.76923077,5.956098817,2,21,0,0,0,0,,,,,
7183824488,RED KARAOKE LOUNGE,BROOKLYN,CONEY ISLAND AVENUE,11223,American,8,10,13,10,12.25,1.38873015,8,0,0,0,0,0,,,,,
7183825057,AMAZON CAFE,BROOKLYN,QUENTIN ROAD,11229,Jewish/Kosher,17,12,27,2,15.88235294,7.785261339,9,0,0,0,0,0,,,,,
7183828636,DUNKIN' DONUTS,BROOKLYN,HALSEY ST,11237,Donuts,14,7,56,2,27.35714286,23.0938125,3,0,1,0,0,0,,,,,
7183829100,LUIGI'S PIZZA,BROOKLYN,AVENUE U,11229,Pizza,16,2,39,2,29.375,11.78629147,3,0,0,0,0,0,,,,,
7183830045,CHIMU,BROOKLYN,UNION AVE,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",27,12,27,7,18.7037037,7.624932861,9,5,0,0,0,0,,,,,
7183830186,IN AND OUT CHICKEN,BROOKLYN,MANHATTAN AVENUE,11222,American,16,10,10,4,7.9375,2.015564437,11,0,0,0,0,0,,,,,
7183830367,VITTLES,BROOKLYN,FRANKLIN ST,11222,American,1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
7183830666,LA PIZZA & CONVENIENCE,BROOKLYN,MANHATTAN AVENUE,11222,Pizza/Italian,25,22,27,7,18.68,8.11747087,9,0,0,0,0,0,,,,,
7183830732,LA TAVERNA,BROOKLYN,MANHATTAN AVENUE,11222,Italian,12,13,13,3,10.83333333,2.85508584,10,0,0,0,0,0,,,,,
7183830808,VAMOS AL TEQUILA,BROOKLYN,FRANKLIN STREET,11222,Mexican,38,9,26,5,18.73684211,6.737086589,9,8,0,0,0,0,,,,,
7183830981,PIT STOP BAR,BROOKLYN,MESEROLE AVENUE,11222,"Bottled beverages, including water, sodas, juices, etc.",4,4,8,2,5.5,3,4,0,0,0,0,0,,,,,
7183830999,ESME,BROOKLYN,MANHATTAN AVE,11222,American,9,13,13,4,10.11111111,2.848001248,7,0,0,0,0,0,,,,,
7183831000,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,31 STREET,11106,Donuts,6,2,13,2,7,4.774934555,6,0,0,0,0,0,,,,,
7183831001,STUDIO SQUARE GARDEN,QUEENS,36 STREET,11106,American,24,7,40,5,17.45833333,13.47454659,11,0,0,0,0,0,,,,,
7183831042,DUNKIN' DONUTS,BROOKLYN,MCGUINNESS BOULEVARD,11222,Caf̩/Coffee/Tea,6,4,12,4,10.33333333,3.141125064,6,0,0,0,0,0,,,,,
7183831235,MOHA RANI,BROOKLYN,NORMAN AVE,11222,Indian,21,8,21,8,13.95238095,5.219925196,7,4,0,0,0,0,,,,,
7183831574,THOMPSON COFFEE SHOP,QUEENS,47 AVENUE,11101,American,9,10,16,6,11.11111111,4.01386486,6,0,0,0,0,0,,,,,
7183831900,THE PLACE BAR & LOUNGE,BROOKLYN,NORMAN AVENUE,11222,American,22,12,21,6,14.09090909,5.116817193,6,3,0,0,0,0,,,,,
7183832080,PARK DELI,BROOKLYN,NASSAU AVENUE,11222,Delicatessen,19,12,22,6,14.10526316,5.342645379,9,0,0,0,0,0,,,,,
7183832388,BANY TEN 57 ASIAN FUSION,QUEENS,JACKSON AVENUE,11101,Chinese/Japanese,18,12,35,10,16.38888889,8.859284853,12,0,0,0,0,0,,,,,
