phone,area,category,postal_code,price_range,rating_value,restaurant,review_count,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score Count,Score Recent,Score Max,Score Min,Score Average,Score StdDev,Grade A Count,Grade B Count,Grade C Count,Not Yet Graded,P Count,Z Count,Inspection,Times_Graded,,,,,
7183841441,Brooklyn,American (New),11249,$31-60,4,Marlow & Sons,460,MARLOW AND SONS,BROOKLYN,BROADWAY,11249,American,13,7,28,5,17.76923077,10.22377822,7,0,0,0,0,0,4,4,,,,,
7183840673,Brooklyn,American (Traditional),11211,$31-60,4,Meadowsweet,221,MEADOWSWEET,BROOKLYN,BROADWAY,11211,American,14,12,19,5,12.78571429,4.693343427,7,0,0,0,0,0,6,4,,,,,
7183839315,Long Island City,"French,
                    Breakfast & Brunch,
                    Cafes",11101,$11-30,4,Café Henri,545,CAFE HENRI,QUEENS,50 AVENUE,11101,French,7,13,13,8,10.14285714,2.672612419,7,0,0,0,0,0,3,3,,,,,
7183838833,Brooklyn,"American (New),
                    Seafood,
                    Pizza",11222,$31-60,4,21 Greenpoint,33,CAPRI SOCIAL CLUB,BROOKLYN,CALYER STREET,11222,American,6,10,12,2,9.666666667,3.881580434,6,0,0,0,0,0,3,4,,,,,
7183835345,Brooklyn,"Breakfast & Brunch,
                    American (New),
                    Bars",11222,$11-30,4,Five Leaves,1282,FIVE LEAVES,BROOKLYN,BEDFORD AVENUE,11222,American,39,10,36,2,20.53846154,9.735572737,10,4,0,0,0,0,13,8,,,,,
7183818201,Brooklyn,"Italian,
                    Salad,
                    Sandwiches",11237,$31-60,4,Faro,149,FARO,BROOKLYN,JEFFERSON ST,11237,American,2,5,8,5,6.5,2.121320344,2,0,0,0,0,0,2,2,,,,,
7183810491,Brooklyn,"Ramen,
                    Noodles,
                    Soup",11206,$11-30,3.5,ICHIRAN,466,ICHIRAN NY,BROOKLYN,JOHNSON AVE,11206,Japanese,3,7,7,0,4.666666667,4.041451884,2,0,0,0,0,0,2,2,,,,,
7183693144,Brooklyn,"Mexican,
                    Salad,
                    Breakfast & Brunch",11215,$11-30,4,Fonda,611,FONDA,BROOKLYN,7 AVENUE,11215,Mexican,28,6,27,6,19.10714286,6.303081467,5,8,0,0,0,0,9,6,,,,,
7183692020,Brooklyn,Colombian,11215,$11-30,4,Colombia In Park Slope,257,COLOMBIA RESTAURANT,BROOKLYN,5 AVENUE,11215,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",22,12,69,2,40.86363636,29.00951478,4,0,0,0,0,0,7,3,,,,,
7183690082,Brooklyn,"American (New),
                    Breakfast & Brunch",11215,$11-30,4,Stone Park Cafe,778,STONE PARK CAFE,BROOKLYN,5 AVENUE,11215,American,15,11,21,8,15.2,5.722137463,8,0,0,0,0,0,6,5,,,,,
7183662742,Brooklyn,"Bars,
                    Sandwiches,
                    American (New)",11206,$11-30,4,Forrest Point,209,FORREST POINT,BROOKLYN,FLUSHING AVE,11206,American,6,11,12,7,10.66666667,1.861898673,6,0,0,0,0,0,3,3,,,,,
7183662002,Brooklyn,Lebanese,11237,$11-30,4.5,Ali’s Restaurant,106,ALI'S RESTAURANT,BROOKLYN,KNICKERBOCKER AVENUE,11237,Middle Eastern,6,13,13,7,10,2.449489743,6,0,0,0,0,0,3,4,,,,,
7183660500,Brooklyn,"Mexican,
                    Salad,
                    Cocktail Bars",11237,$11-30,4,Guadalupe Inn,49,GUADALUPE INN,BROOKLYN,KNICKERBOCKER AVE,11237,Mexican,1,5,5,5,5,0,1,0,0,0,0,0,1,1,,,,,
7183617802,Long Island City,"Greek,
                    Venues & Event Spaces",11101,$11-30,4.5,Kavala Estiatorio,129,KAVALA,QUEENS,50TH AVE,11101,Greek,6,5,12,2,8,4.516635916,5,0,0,0,0,0,3,3,,,,,
7183610690,Sunnyside,French,11104,$11-30,4,Bliss 46 Bistro,156,BLISS 46  BISTRO,QUEENS,46 STREET,11104,Mexican,25,9,33,5,17.68,9.58610105,9,0,0,0,0,0,9,6,,,,,
7183610013,Long Island City,"Breakfast & Brunch,
                    American (New)",11101,$11-30,4,LIC Market,611,LIC MARKET,QUEENS,44 DRIVE,11101,CafÃ©/Coffee/Tea,11,7,24,2,13.54545455,7.954415583,6,2,0,0,0,0,6,5,,,,,
7183604535,Brooklyn,"Pizza,
                    Sandwiches",11211,$11-30,4,Emmy Squared,269,EMMY SQUARED,BROOKLYN,GRAND ST,11211,Pizza,11,11,28,3,19.36363636,10.15157847,4,0,0,0,0,0,4,3,,,,,
7183602956,Brooklyn,"Salad,
                    Sandwiches,
                    Gluten-Free",11201,$11-30,4.5,Untamed Sandwiches,14,UNTAMED SANDWICHES,BROOKLYN,ADAMS ST,11201,Sandwiches,3,11,11,6,9.333333333,2.886751346,2,0,0,0,0,0,2,2,,,,,
7183601839,Brooklyn,"Mexican,
                    Korean,
                    Barbeque",11238,Under $10,4,Kimchi Grill,463,KIMCHI GRILL,BROOKLYN,WASHINGTON AVENUE,11238,Korean,13,5,31,5,16.38461538,12.1760589,5,0,5,0,0,0,7,6,,,,,
7183530457,College Point,Mexican,11356,Under $10,4.5,Ole Mexican Grille,86,OLE MEXICAN GRILLE,QUEENS,15TH AVE,11356,Mexican,4,6,6,6,6,0,4,0,0,0,0,0,2,2,,,,,
7183490011,Brooklyn,"Asian Fusion,
                    Dim Sum,
                    Thai",11222,$11-30,4,Baoburg,87,BAOBURG,BROOKLYN,MANHATTAN AVE,11222,Asian,6,12,12,9,10.5,1.643167673,3,0,0,0,0,0,2,2,,,,,
7183021878,Brooklyn,"French,
                    Desserts",11211,$11-30,4.5,Pates Et Traditions,695,PATES el TRADITIONS,BROOKLYN,HAVEMEYER STREET,11211,French,19,13,23,4,14.15789474,5.510224415,10,0,0,0,0,0,7,5,,,,,
7182873101,Brooklyn,"American (New),
                    Breakfast & Brunch,
                    Cocktail Bars",11218,$11-30,4,The Farm On Adderley,954,THE FARM ON ADDERLEY,BROOKLYN,CORTELYOU RD,11218,American,3,12,12,12,12,0,3,0,0,0,0,0,1,1,,,,,
7182828190,Brooklyn,Caribbean,11218,Under $10,4.5,Suzy’s Roti Parlour,58,SUZY'S ROTI PARLOUR,BROOKLYN,CHURCH AVE,11218,Caribbean,4,2,12,2,9.5,5,1,0,0,0,0,0,2,2,,,,,
7182734383,Staten Island,"Cajun/Creole,
                    Southern,
                    Diners",10305,$11-30,4,Bayou,283,BAYOU,STATEN ISLAND,BAY STREET,10305,Cajun,24,11,25,9,15.375,5.724185911,14,0,0,0,0,0,8,6,,,,,
7182711250,Corona,Italian,11368,$11-30,4.5,IL Triangolo Restaurant,303,IL TRIANGOLO,QUEENS,CORONA AVENUE,11368,Italian,10,7,12,7,10,2,10,0,0,0,0,0,4,5,,,,,
7182608888,Brooklyn,Chinese,11201,Under $10,4.5,The Wei,108,THE WEI,BROOKLYN,DEKALB AVE,11201,Chinese,4,9,10,9,9.25,0.5,3,0,0,0,0,0,2,2,,,,,
7182556668,Forest Hills,"Japanese,
                    Asian Fusion",11375,$11-30,4.5,Mito Asian Fusion,106,MITO ASIAN FUSION,QUEENS,108TH ST,11375,Japanese,6,13,17,13,15,2.19089023,3,0,0,0,0,0,2,2,,,,,
7182370276,Brooklyn,Diners,11231,$11-30,3.5,Hope & Anchor,225,HOPE & ANCHOR,BROOKLYN,VAN BRUNT STREET,11231,American,42,13,42,5,21.5,9.622762648,6,6,6,0,0,0,12,7,,,,,
7182346393,Brooklyn,"Greek,
                    Mediterranean,
                    Seafood",11219,$11-30,4,Meze,193,MEZE,BROOKLYN,13 AVENUE,11219,Greek,13,12,24,5,13.69230769,7.487596581,9,0,0,0,0,0,5,5,,,,,
7182303805,Brooklyn,"Gluten-Free,
                    Colombian",11217,$11-30,4,Bogota Latin Bistro,1721,BOGOTA LATIN BISTRO,BROOKLYN,5 AVENUE,11217,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23,38,38,8,21.86956522,12.25599797,7,0,0,0,0,6,7,5,,,,,
7182303471,Brooklyn,"American (New),
                    French,
                    Bars",11238,$11-30,4,Hill Cafe,114,HILL CAFE,BROOKLYN,PUTNAM AVENUE,11238,French,23,13,19,7,13.39130435,3.551429039,13,0,0,0,0,0,10,6,,,,,
7182301835,Brooklyn,"Vietnamese,
                    Gastropubs,
                    Cocktail Bars",11217,$11-30,4,Bricolage,242,BRICOLAGE,BROOKLYN,5TH AVE,11217,Vietnamese/Cambodian/Malaysia,9,5,12,5,10.55555556,2.297341459,6,0,0,0,0,0,4,4,,,,,
7182300061,Brooklyn,"Pizza,
                    Steakhouses,
                    Seafood",11238,$11-30,4,Speedy Romeo,440,SPEEDY ROMEO,BROOKLYN,CLASSON AVENUE,11238,Italian,10,12,22,3,13,8.326663998,6,0,0,0,0,0,5,5,,,,,
7182225800,Brooklyn,"German,
                    American (New),
                    Cocktail Bars",11217,$11-30,4,Berlyn,154,BERLYN,BROOKLYN,LAFAYETTE AVENUE,11217,German,15,12,27,9,16.46666667,7.881865866,6,5,0,0,0,0,6,5,,,,,
7182223484,Brooklyn,Thai,11201,$11-30,4,Joya,1085,JOYA,BROOKLYN,COURT STREET,11201,Thai,32,13,33,7,21.8125,7.332814009,6,10,0,0,0,0,10,6,,,,,
7182221865,Brooklyn,"Barbeque,
                    Pubs",11231,Under $10,4.5,Brooklyn Ice House,180,BROOKLYN ICE HOUSE,BROOKLYN,VAN BRUNT STREET,11231,American,5,12,12,5,9.4,2.880972058,5,0,0,0,0,0,3,3,,,,,
7182187284,Brooklyn,"Argentine,
                    Latin American",11211,$11-30,4,El Almacen,533,EL ALMACEN,BROOKLYN,DRIGGS AVENUE,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,2,19,2,12.27272727,5.178627407,7,0,0,0,0,0,5,4,,,,,
7182186655,Brooklyn,"Smokehouse,
                    Breakfast & Brunch,
                    American (New)",11211,$11-30,4,Mable’s Smokehouse,606,MABLE'S SMOKEHOUSE AND BANQUET HALL,BROOKLYN,BERRY STREET,11249,American,9,13,13,7,10.66666667,2.34520788,7,0,0,0,0,0,4,4,,,,,
7182103152,Brooklyn,"American (New),
                    Diners,
                    Bars",11249,$11-30,4.5,Rider,52,RIDER,BROOKLYN,N 6TH ST,11249,American,2,13,13,13,13,0,2,0,0,0,0,0,1,1,,,,,
7182057299,Woodside,"Barbeque,
                    Filipino",11377,$11-30,4,Tito Rad’s Grill,503,TITO RADS GRILL,QUEENS,QUEENS BLVD,11377,Filipino,14,7,25,3,13.57142857,8.984724521,8,0,0,0,0,0,7,5,,,,,
7182054555,Woodside,"Korean,
                    Seafood,
                    Barbeque",11377,$11-30,4,Sik Gaek,438,SIK GAEK,QUEENS,ROOSEVELT AVE,11377,Korean,8,26,26,18,23,4.140393356,0,5,0,0,0,0,2,2,,,,,
6469522313,New York,"Burgers,
                    Sandwiches",10002,Under $10,4,L.E.S Kitchen,262,L.E.S KITCHEN,MANHATTAN,ESSEX ST,10002,Hamburgers,10,22,49,3,29.5,17.67766953,0,2,0,0,1,0,4,3,,,,,
6469228242,New York,"Wine Bars,
                    Tapas/Small Plates",10128,$11-30,4.5,Room 1705,22,ROOM 1705,MANHATTAN,1ST AVE,10128,American,1,2,2,2,2,0,0,0,0,1,0,0,1,1,,,,,
6469186778,New York,"Sushi Bars,
                    Japanese,
                    Asian Fusion",10016,$11-30,4,Norikoh,267,NORIKOH,MANHATTAN,E 39TH ST,10016,Japanese,13,13,25,7,15.76923077,7.88620997,5,0,0,0,0,0,4,3,,,,,
6469186565,New York,Italian,10038,$11-30,4,Barbalu Restaurant,165,BARBALU,MANHATTAN,FRONT STREET,10038,Italian,15,8,17,8,12.73333333,2.840187787,9,0,0,0,0,0,6,5,,,,,
6468961446,New York,"Italian,
                    Breakfast & Brunch,
                    Salad",10002,$11-30,4.5,Spaghetti Incident,285,SPAGHETTI INCIDENT,MANHATTAN,ELDRIDGE ST,10002,Italian,10,11,19,5,12.8,4.66190233,6,0,0,0,0,0,4,3,,,,,
6468961404,New York,American (New),10014,$31-60,4.5,Coarse NYC,52,RAW NEW YORK,MANHATTAN,W 13TH ST,10014,American,2,11,11,11,11,0,2,0,0,0,0,0,1,1,,,,,
6468821939,New York,"Vietnamese,
                    Breakfast & Brunch,
                    Asian Fusion",10012,$11-30,4,BoCaphê,291,BO CA PHE,MANHATTAN,LAFAYETTE ST,10012,French,7,9,18,9,14.28571429,4.029652,2,2,0,0,0,0,3,3,,,,,
6468821939,New York,"Vietnamese,
                    Breakfast & Brunch,
                    Asian Fusion",10012,$11-30,4,BoCaphê,291,BO CA PHE,MANHATTAN,LAFAYETTE ST,10012,French,7,9,18,9,14.28571429,4.029652,2,2,0,0,0,0,3,3,,,,,
6468708292,New York,"Japanese,
                    Hawaiian,
                    Poke",10002,$11-30,4.5,Simple NYC,199,SIMPLE ELDRIDGE,MANHATTAN,ELDRIDGE ST,10002,Japanese,3,4,4,2,3.333333333,1.154700538,2,0,0,0,0,0,2,2,,,,,
6468611910,New York,"Dim Sum,
                    Cantonese",10036,$11-30,4,Dim Sum Palace,349,DIM SUM PALACE,MANHATTAN,W 46TH ST,10036,Asian,3,9,9,9,9,0,3,0,0,0,0,0,1,1,,,,,
6468582320,New York,"Bars,
                    American (New),
                    Venues & Event Spaces",10018,$11-30,4.5,Trademark Taste & Grind,184,TRADEMARK,MANHATTAN,W 36TH ST,10018,American,5,11,13,5,10.6,3.286335345,3,0,0,0,0,0,3,3,,,,,
6468526787,New York,Ramen,10001,$11-30,4,Jun-Men Ramen Bar,385,JUN-MEN RAMEN BAR,MANHATTAN,9TH AVE,10001,Japanese,15,12,31,2,19.06666667,9.572778867,6,0,0,0,0,0,5,3,,,,,
6468509480,New York,American (Traditional),10012,$11-30,4.5,Mr. Donahue’s,71,MR. DONAHUES,MANHATTAN,MOTT ST,10012,American,5,11,11,2,9.2,4.024922359,4,0,0,0,0,0,2,2,,,,,
6468377033,New York,"Mediterranean,
                    Tapas/Small Plates,
                    Wine Bars",10012,$11-30,4,Balzem,236,BALZEM,MANHATTAN,MOTT ST,10012,Mediterranean,11,12,14,4,9.818181818,3.816233269,6,0,0,0,0,0,5,4,,,,,
6468337097,New York,Middle Eastern,10011,$11-30,4.5,Dizengoff NYC,109,DIZENGOFF,MANHATTAN,9TH AVE,10011,Mediterranean,7,20,20,10,15.71428571,4.498677054,2,0,0,0,0,0,3,2,,,,,
6467915765,New York,"American (New),
                    Breakfast & Brunch,
                    Burgers",10002,$11-30,4.5,Benson’s NYC,215,BENSON'S NYC,MANHATTAN,ESSEX ST,10002,American,8,9,14,2,10.625,4.274091382,4,0,0,0,0,0,3,3,,,,,
6467910005,New York,"American (New),
                    Bars,
                    American (Traditional)",10013,$11-30,4.5,Union Bar & Kitchen,168,UNION BAR & KITCHEN,MANHATTAN,SPRING ST,10013,American,17,9,34,8,21.29411765,11.26257467,8,0,0,0,0,0,6,5,,,,,
6467417910,New York,"American (Traditional),
                    Sandwiches",10038,$11-30,4,Melt Shop,236,MELT SHOP,MANHATTAN,FULTON ST,10038,Sandwiches/Salads/Mixed Buffet,10,13,21,6,13.5,6.964194139,6,0,0,0,0,0,4,4,,,,,
6467191553,New York,"Indian,
                    Tacos",10014,Under $10,4.5,Taco Mahal,159,TACO MAHAL,MANHATTAN,7TH AVE S,10014,Tex-Mex,4,12,12,4,8,4.618802154,2,0,0,0,0,0,2,2,,,,,
6467191398,New York,"French,
                    Bars",10028,$31-60,5,X Bar Bistro,9,DANNYBROWN,MANHATTAN,E 84TH ST,10028,American,3,15,15,15,15,0,0,0,0,3,0,0,1,1,,,,,
6466928849,New York,"Italian,
                    Salad,
                    Wine Bars",10019,$11-30,4,Mozzarella & Vino,136,MOZZARELLA & VINO,MANHATTAN,WEST   54 STREET,10019,Italian,25,6,35,6,18.28,10.41441309,9,3,0,0,0,0,8,6,,,,,
6466928450,New York,"Mediterranean,
                    Salad,
                    Seafood",10014,$11-30,4,Mémé Mediterranean,453,MEME MEDITERRANEAN,MANHATTAN,HUDSON STREET,10014,Mediterranean,25,11,28,10,16.92,7.279652006,7,0,6,0,0,0,7,5,,,,,
6466928450,New York,"Mediterranean,
                    Salad,
                    Seafood",10014,$11-30,4,Mémé Mediterranean,453,MEME MEDITERRANEAN,MANHATTAN,HUDSON STREET,10014,Mediterranean,25,11,28,10,16.92,7.279652006,7,0,6,0,0,0,7,5,,,,,
6466827342,New York,"Japanese,
                    Sushi Bars",10028,$31-60,4.5,Ichie,17,ICHIE JAPANESE RESTAURANT,MANHATTAN,Lexington Ave,10028,Japanese,2,7,7,7,7,0,0,0,0,2,0,0,1,1,,,,,
6466785763,New York,"Italian,
                    Wine Bars,
                    Tapas Bars",10019,$11-30,4,Briciola,508,BRICIOLA,MANHATTAN,WEST   51 STREET,10019,Italian,27,12,19,7,14.22222222,2.991440781,11,4,0,0,0,0,11,6,,,,,
6466665096,New York,"Italian,
                    Pizza,
                    Lounges",10013,$11-30,4.5,Adoro Lei,155,ADORO LEI,MANHATTAN,HUDSON ST,10013,Pizza,17,11,27,9,18,7.524958472,8,0,0,0,0,0,5,4,,,,,
6466660071,New York,"Burgers,
                    Salad,
                    Juice Bars & Smoothies",10001,$11-30,4,Black Iron Burger,208,BLACK IRON BURGER,MANHATTAN,7TH AVE,10001,American,12,12,20,10,14.83333333,4.108380201,6,0,0,0,0,0,5,4,,,,,
6466570233,New York,American (Traditional),10002,$11-30,4,Sweet Chick,884,SWEET CHICK,MANHATTAN,LUDLOW ST,10002,American,15,10,23,10,14.06666667,4.832430129,9,0,0,0,0,0,6,5,,,,,
6466539793,New York,"Poke,
                    Hawaiian,
                    Seafood",10168,$11-30,4,Pokéworks,4,POKEWORKS (Entrance is on 41st street between Lexington & Park),MANHATTAN,E 42ND ST,10168,Hawaiian,7,76,76,76,76,0,0,0,0,7,0,0,1,1,,,,,
6466495965,New York,"Japanese,
                    Hawaiian,
                    Poke",10013,$11-30,4,Chikarashi,323,CHIKARASHI,MANHATTAN,CANAL ST,10013,Japanese,2,9,9,9,9,0,2,0,0,0,0,0,1,1,,,,,
6466493079,New York,"Coffee & Tea,
                    Breakfast & Brunch",10001,$11-30,4.5,Citizens of Chelsea,124,CITIZENS OF CHELSEA,MANHATTAN,W 25TH ST,10001,American,34,8,66,4,32.02941176,22.30434839,8,4,1,0,0,0,11,6,,,,,
6466127757,New York,"Bars,
                    Breakfast & Brunch,
                    American (Traditional)",10016,$11-30,4.5,The Gem Saloon,33,THE GEM SALOON,MANHATTAN,3RD AVE,10016,American,2,15,15,15,15,0,0,0,0,2,0,0,1,1,,,,,
6466026263,New York,"Breakfast & Brunch,
                    American (Traditional),
                    Caterers",10002,$11-30,4,Clinton Street Baking Company,3569,CLINTON STREET BAKING COMPANY,MANHATTAN,CLINTON STREET,10002,American,16,12,30,10,18.5,8.57126984,8,3,0,0,0,0,5,5,,,,,
6466026263,New York,"Breakfast & Brunch,
                    American (Traditional),
                    Caterers",10002,$11-30,4,Clinton Street Baking Company,3569,CLINTON STREET BAKING COMPANY,MANHATTAN,CLINTON STREET,10002,American,16,12,30,10,18.5,8.57126984,8,3,0,0,0,0,5,5,,,,,
6464769498,New York,"Italian,
                    Bars",10012,$11-30,4,Ciccio,197,CICCIO,MANHATTAN,6 AVENUE,10013,Italian,25,7,25,7,20,5.715476066,4,7,0,0,0,0,7,5,,,,,
6464764843,New York,"French,
                    Cafes,
                    Cocktail Bars",10002,$11-30,4.5,Les Enfants de Boheme,104,LES ENSANTS DE BOHEME,MANHATTAN,HENRY ST,10002,French,8,3,22,3,15,8.088792953,3,0,0,0,0,0,4,3,,,,,
6464763941,New York,"Greek,
                    Mediterranean,
                    Cocktail Bars",10013,$31-60,4.5,The Greek,359,THE GREEK,MANHATTAN,GREENWICH STREET,10013,Greek,21,13,26,7,16.38095238,6.561068438,9,2,0,0,0,0,8,6,,,,,
6464298237,New York,"Gastropubs,
                    Beer Bar",10001,$11-30,4,Haymaker Bar and Kitchen,164,HAYMAKER BAR & KITCHEN,MANHATTAN,W 29TH ST,10001,American,12,7,32,7,20.41666667,10.79948091,4,0,0,0,0,0,4,3,,,,,
6464227906,New York,"Bars,
                    Irish",10004,$11-30,4,The Dead Rabbit,986,DEAD RABBIT TAVERN,MANHATTAN,WATER STREET,10004,Irish,20,32,32,9,19.2,7.951166747,7,0,0,0,0,4,7,5,,,,,
6464166440,New York,Mediterranean,10003,$11-30,4.5,CAVA,94,CAVA GRILL,MANHATTAN,4TH AVE,10003,Mediterranean,1,3,3,3,3,0,1,0,0,0,0,0,1,1,,,,,
6464166440,New York,Mediterranean,10003,$11-30,4.5,CAVA,94,CAVA GRILL,MANHATTAN,4TH AVE,10003,Mediterranean,1,3,3,3,3,0,1,0,0,0,0,0,1,1,,,,,
6463989663,New York,"Korean,
                    Barbeque,
                    Cocktail Bars",10003,$11-30,4,Barn Joo,949,BARN JOO,MANHATTAN,UNION SQ W,10003,Korean,8,4,101,4,76.75,44.90227484,0,0,0,0,0,2,2,2,,,,,
6463703337,New York,"Bars,
                    Seafood,
                    American (New)",10038,$11-30,4,Trading Post,232,TRADING POST,MANHATTAN,JOHN STREET,10038,American,19,9,30,8,17.94736842,9.125505674,10,0,0,0,0,0,6,5,,,,,
6463689384,New York,"Sushi Bars,
                    Izakaya,
                    Cocktail Bars",10001,$11-30,4,Izakaya MEW,1340,MEW,MANHATTAN,W 35TH ST,10001,Japanese,43,20,35,17,24.81395349,6.103300489,0,15,6,0,0,0,10,6,,,,,
6463623171,New York,"Italian,
                    Pizza",10036,$11-30,4.5,B Squared,168,B SQUARED NYC,MANHATTAN,9 AVENUE,10036,Italian,11,9,23,9,15.90909091,6.818424238,4,0,0,0,0,0,4,3,,,,,
6463201177,Brooklyn,Korean,11205,Under $10,4.5,Tiger Box,19,TIGER BOX,BROOKLYN,PARK AVE,11205,Korean,7,11,12,11,11.57142857,0.534522484,3,0,0,0,0,0,2,2,,,,,
6463201177,Brooklyn,Korean,11205,Under $10,4.5,Tiger Box,19,TIGER BOX,BROOKLYN,PARK AVE,11205,Korean,7,11,12,11,11.57142857,0.534522484,3,0,0,0,0,0,2,2,,,,,
6462307000,New York,"American (New),
                    Breakfast & Brunch,
                    Cocktail Bars",10016,$11-30,4,Spoon Table & Bar,87,SPOON TABLE & BAR,MANHATTAN,E 33RD ST,10016,American,3,9,9,9,9,0,3,0,0,0,0,0,1,1,,,,,
6462037304,Jackson Heights,"Coffee & Tea,
                    Specialty Food,
                    Japanese",11372,Under $10,5,969 NYC Coffee,67,969 NYC COFFEE,QUEENS,80TH ST,11372,CafÃ©/Coffee/Tea,1,7,7,7,7,0,1,0,0,0,0,0,1,1,,,,,
6462015529,New York,Ramen,10016,$11-30,4,Momosan Ramen & Sake,750,MOMOSAN RAMEN & SAKE,MANHATTAN,Lexington Ave,10016,Japanese,3,9,9,2,6.666666667,4.041451884,2,0,0,0,0,0,2,2,,,,,
3479874960,Brooklyn,"Southern,
                    Cajun/Creole,
                    Breakfast & Brunch",11211,$11-30,4.5,BeeHive Oven Biscuit Cafe,525,BEEHIVE OVEN,BROOKLYN,DRIGGS AVE,11211,American,15,7,39,4,14.33333333,13.09125481,8,0,0,0,0,0,7,5,,,,,
3479873893,Brooklyn,"Thai,
                    American (Traditional),
                    Comfort Food",11222,$11-30,4.5,Hungry?,38,HUNGRY?,BROOKLYN,LORIMER ST,11222,Thai,8,7,20,7,13,5.92814112,3,0,0,0,0,0,4,3,,,,,
3479873747,Brooklyn,"Pizza,
                    Vegan,
                    Italian",11222,$11-30,4.5,Paulie Gee’s,934,PAULIE GEE,BROOKLYN,GREENPOINT AVENUE,11222,Pizza,10,12,15,5,10.9,2.998147576,4,0,0,0,0,0,6,4,,,,,
3479873260,Brooklyn,"Latin American,
                    Mexican,
                    Cocktail Bars",11201,$11-30,4,Leyenda,109,LEYENDA,BROOKLYN,SMITH ST,11201,Spanish,9,28,28,11,22.33333333,8.5,3,0,0,0,0,0,2,2,,,,,
3479873188,Brooklyn,"American (New),
                    Middle Eastern,
                    Breakfast & Brunch",11206,$11-30,4,EastWick,203,EASTWICK,BROOKLYN,GRAHAM AVENUE,11206,Mediterranean,18,12,27,5,14.16666667,7.625421878,10,0,0,0,0,0,8,6,,,,,
3479526934,Jackson Heights,Himalayan/Nepalese,11372,Under $10,4.5,Lhasa Fast Food,70,LHASA FAST FOOD,QUEENS,74TH ST,11372,Other,23,10,34,7,17.82608696,10.11592882,9,0,6,0,0,0,8,6,,,,,
3479462493,Brooklyn,"Venezuelan,
                    Gluten-Free,
                    Empanadas",11231,Under $10,4.5,White Maize,41,WHITE MAIZE,BROOKLYN,SMITH ST,11231,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,9,72,9,51,31.5,3,0,0,0,0,0,2,2,,,,,
3479160031,Brooklyn,"Asian Fusion,
                    Korean,
                    American (Traditional)",11215,$31-60,3.5,Talde,911,TALDE,BROOKLYN,7 AVENUE,11215,Asian,23,12,18,4,11.86956522,3.946279581,12,0,0,0,0,0,10,6,,,,,
3478895252,Brooklyn,"Asian Fusion,
                    Malaysian,
                    Japanese",11232,$11-30,4,Asea Fusion Modern Asian Bistro,181,ASEA FUSION & YAKITORI LOUNGE,BROOKLYN,8 AVENUE,11232,Asian,27,12,40,4,22.85185185,12.98728284,12,0,0,0,0,0,8,6,,,,,
3478449588,Brooklyn,Pizza,11238,$11-30,4,Emily,479,EMILY,BROOKLYN,FULTON ST,11238,American,15,9,20,8,12.6,5.448459809,7,0,0,0,0,0,5,4,,,,,
3478449578,Brooklyn,"American (New),
                    Tapas/Small Plates",11211,$31-60,4.5,Traif,1659,TRAIF,BROOKLYN,SOUTH    4 STREET,11211,American,10,12,15,5,12.6,3.204163958,5,0,0,0,0,0,5,4,,,,,
3478449295,Brooklyn,"Spanish,
                    Wine Bars,
                    Tapas/Small Plates",11222,$11-30,4.5,El Born,170,El BORN,BROOKLYN,MANHATTAN AVENUE,11222,Spanish,27,13,39,3,27.77777778,10.97666523,5,0,4,0,0,0,8,4,,,,,
3478449260,Ridgewood,"Breakfast & Brunch,
                    American (Traditional)",11385,$11-30,3,Madison Barrel,9,MADISON BARREL BAR AND RESTAURANT,QUEENS,SENECA AVE,11385,American,2,13,13,13,13,0,2,0,0,0,0,0,1,2,,,,,
3478134159,Sunnyside,"Gastropubs,
                    Tapas Bars,
                    Breakfast & Brunch",11104,$11-30,5,The Alcove,254,THE ALCOVE RESTARANT,QUEENS,49TH ST,11104,Spanish,5,12,12,0,9.6,5.366563146,4,0,0,0,0,0,2,2,,,,,
3478080887,Elmhurst,"Vietnamese,
                    Asian Fusion",11373,Under $10,4.5,JoJu,1178,JOJU,QUEENS,BROADWAY,11373,Sandwiches,30,9,65,0,31.23333333,21.90840389,8,3,0,0,0,0,8,6,,,,,
3477876218,Brooklyn,"Cocktail Bars,
                    Coffee & Tea,
                    Italian",11221,$11-30,4,Juno,76,JUNO BROOKLYN,BROOKLYN,MYRTLE AVE,11221,American,1,2,2,2,2,0,1,0,0,0,0,0,1,1,,,,,
3477852738,Brooklyn,African,11233,$11-30,4,The Green Place Nigeria Restaurant,8,THE GREEN PLACE AFRICAN CUISINE AND RESTAURANT,BROOKLYN,ROCKAWAY AVE,11233,African,6,12,12,9,10.5,1.643167673,6,0,0,0,0,0,2,3,,,,,
3477709746,Brooklyn,"Cafes,
                    Breakfast & Brunch,
                    Bars",11225,$11-30,4.5,Blessings Cafe,199,BLESSINGS HERBS & COFFEE,BROOKLYN,FLATBUSH AVE,11225,CafÃ©/Coffee/Tea,26,7,21,2,14.11538462,5.833194138,10,0,0,0,0,0,10,6,,,,,
