PHONE,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score_Now,Average_Score,Inspection,Times_Graded,Administration,Facility_Design,Facility_Maintenance,Food_Protection,Food_Source,Food_Temperature,Miscellaneous,Nutrition,Other,Personal_Hygiene,Signage,Tabacco,Vermin_Garbage,Critical,,
7183141544,BROOKLYN BRIDGE CAFE,BROOKLYN,ADAMS ST,11201,American,11,8,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,,
7183145555,ANGELA RESTAURANT OF NY,BROOKLYN,13 AVENUE,11218,Jewish/Kosher,12,15.75,8,6,0,0,6,6,2,0,0,1,0,8,0,2,6,14,,
7183146132,VERDE,BROOKLYN,SMITH STREET,11201,Italian,29,20,5,4,0,0,7,1,1,4,0,0,0,5,0,1,0,10,,
7183160384,SUBWAY,QUEENS,COLLEGE POINT BLVD,11356,Sandwiches,10,11.84615385,5,5,0,0,5,3,0,1,0,0,0,2,0,0,2,6,,
7183168586,SAGITARIO BAKERY,QUEENS,ROOSEVELT AVENUE,11372,American,5,20,7,6,1,0,5,2,0,3,0,0,0,5,1,0,1,10,,
7183170373,ZIOTOTO RESTAURANTE & BAR,STATEN ISLAND,PAGE AVENUE,10309,Italian,10,9.538461538,6,5,0,0,5,1,1,2,0,0,0,3,1,0,1,6,,
7183171100,FRANK & DANNY'S PIZZERIA,STATEN ISLAND,AMBOY ROAD,10312,Italian,11,17.51851852,10,6,0,1,4,3,3,6,1,2,0,6,0,0,4,16,,
7183171251,IL FORNO OF BROOKLYN,STATEN ISLAND,AMBOY ROAD,10309,Pizza,12,23.94736842,6,6,0,0,2,5,1,2,1,1,0,7,0,0,2,14,,
7183171799,PERI'S PEARL TEA,STATEN ISLAND,PAGE AVE,10307,"Juice, Smoothies, Fruit Salads",5,7.8,3,3,0,0,2,1,0,0,0,0,0,2,1,0,0,3,,
3472152955,SUBWAY,STATEN ISLAND,HUGUENOT AVENUE,10312,Sandwiches/Salads/Mixed Buffet,5,12.9,5,5,0,1,4,2,0,2,0,0,0,1,0,0,0,6,,
7183172331,RICHMOND DINER,STATEN ISLAND,RICHMOND AVENUE,10312,American,13,16.57142857,10,7,0,0,5,4,0,8,0,0,0,8,0,0,3,20,,
7183176433,NEW ISLAND,STATEN ISLAND,SEGUINE AVE,10309,Chinese,12,14.4,4,4,0,0,2,0,0,2,0,1,0,6,0,0,0,8,,
7183176600,PATRIZIA'S OF BROOKLYN,STATEN ISLAND,AMBOY ROAD,10308,Italian,19,21.27777778,5,4,0,1,5,4,0,3,1,0,0,3,0,1,2,11,,
7183176642,SONIC DRIVE-IN,STATEN ISLAND,PAGE AVE,10309,American,12,13.28571429,3,3,0,0,3,2,0,1,1,0,0,1,0,0,0,4,,
7183176767,PERKINS RESTAURANT & BAKERY,STATEN ISLAND,AMBOY ROAD,10312,American,9,23.83333333,9,6,0,0,8,5,2,7,0,0,0,7,0,0,1,19,,
7183178507,GIULIANA RISTORANTE,STATEN ISLAND,HYLAN BOULEVARD,10308,Italian,13,15.30769231,4,4,0,0,3,1,1,2,0,1,0,6,0,1,0,9,,
7183180600,JOE'S PIZZA,QUEENS,ROCKAWAY BEACH BLVD,11693,Pizza,3,37.4,2,2,0,1,1,0,0,1,0,1,0,2,0,0,0,4,,
7183181964,KERRY HILLS PUB,QUEENS,ROCKAWAY BEACH BOULEVARD,11694,"Bottled beverages, including water, sodas, juices, etc.",7,11.66666667,12,7,0,0,12,8,0,0,1,0,0,5,0,0,5,13,,
7183182300,RUFFLES BAR,QUEENS,CROSSBAY BOULEVARD,11693,"Bottled beverages, including water, sodas, juices, etc.",10,8.285714286,6,5,0,0,2,3,0,0,0,0,0,2,0,1,0,5,,
7183183445,COUNTRY HEART COOKING,QUEENS,ROCKAWAY POINT BOULEVARD,11697,American,12,22.72,7,6,0,0,4,7,1,3,1,2,0,5,0,0,5,15,,
7183184881,KIM'S RESTAURANT,QUEENS,ROCKAWAY BEACH BLVD,11694,Chinese,20,13.2,3,2,0,0,1,2,0,0,0,0,0,0,0,0,2,2,,
7183185100,BELLE HARBOR STEAKHOUSE,QUEENS,BEACH  116 STREET,11694,Steak,8,13.78947368,8,6,0,0,7,2,0,2,1,0,0,8,0,0,0,12,,
7183185102,ROCKAWAY CROWN RESTAURANT,QUEENS,ROCKAWAY BEACH BOULEVARD,11694,Chinese,13,21.12903226,10,6,0,0,5,8,1,6,0,0,0,6,1,1,5,20,,
7183187800,NY 301 CHINESE RESTAURANT,QUEENS,ROCKAWAY BEACH BLVD,11693,Chinese,3,12.91666667,5,5,0,0,5,1,1,2,0,0,0,3,0,0,0,6,,
7183188424,THAI KITCHEN BY THE SEA,QUEENS,ROCKAWAY BEACH BLVD,11692,Thai,12,8.538461538,7,5,0,0,5,0,2,1,0,2,0,5,0,1,0,6,,
7183188435,LA PLAYA RESTAURANT,QUEENS,ROCKAWAY BEACH BOULEVARD,11693,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17,27.32258065,8,5,0,1,6,10,1,5,0,1,0,3,0,1,5,19,,
7183189000,SUGAR BOWL,QUEENS,BREEZY POINT BLVD,11697,American,11,14.42857143,2,2,0,0,2,2,0,0,0,0,0,1,0,0,2,3,,
7183189100,UMA'S,QUEENS,ROCKAWAY BEACH BLVD,11693,Russian,5,17.53333333,12,7,0,0,9,7,0,6,1,0,0,5,0,0,2,18,,
7183189218,A + A ASIAN RESTAURANT,QUEENS,ROCKAWAY BEACH BLVD,11693,Asian,17,14,4,3,0,0,2,1,1,2,1,0,0,4,1,1,1,7,,
7183189500,DUNKIN' DONUTS,QUEENS,BEACH  116 STREET,11694,Donuts,10,11.5,7,6,0,0,5,2,0,0,0,1,0,7,0,0,2,9,,
7183189616,GOODY'S BBQ,QUEENS,AMSTEL BOULEVARD,11692,Caribbean,9,13.15384615,5,5,0,0,3,2,1,3,0,0,0,1,0,0,3,6,,
7183190900,PINE BAR & GRILL,BRONX,EASTCHESTER ROAD,10461,Italian,7,14.5625,6,5,0,0,8,2,0,2,1,0,0,4,0,1,0,8,,
7183191200,JIMMY'S GRAND CAFE,BRONX,CASTLE HILL AVE,10472,American,12,11.71428571,4,3,0,0,0,0,0,2,0,0,0,4,0,0,1,6,,
7183191208,2123 FRESH TORTILLAS,BRONX,WILLIAMSBRIDGE RD,10461,Tex-Mex,4,38.66666667,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,,
7183191500,SHAHI KABAB & CURRY RESTAURANT,BRONX,LYDIG AVE,10462,Indian,12,34.75,3,3,0,1,3,0,0,1,0,0,1,2,0,0,0,5,,
7183191702,STARBUCKS,BRONX,METROPOLITAN AVENUE,10462,Caf̩/Coffee/Tea,10,10.125,5,5,0,0,2,2,0,1,0,0,0,2,1,0,1,5,,
7183198383,BUHRE TOP TORTILLAS,BRONX,BUHRE AVE,10461,Tex-Mex,5,6.333333333,2,3,0,0,1,0,0,0,1,0,0,2,0,0,0,2,,
7183200126,PIZZA HUT,BRONX,EDSON AVENUE,10469,Pizza,10,8.625,5,5,0,0,4,0,0,2,0,0,0,2,0,1,0,4,,
7183200909,CHINA INN BUFFET,BRONX,COOP CITY BOULEVARD,10475,Chinese,9,26.18518519,9,6,0,0,6,3,0,7,1,0,0,8,0,0,3,18,,
7183201072,TOWNHOUSE RESTAURANT,BRONX,DREISER LOOP,10475,American,9,7.571428571,3,4,0,0,3,0,1,0,0,1,0,2,0,0,1,2,,
7183201500,SARKU JAPAN,BRONX,BAYCHESTER AVE,10475,Japanese,13,13.7,5,4,0,0,2,3,0,3,1,0,0,2,0,0,0,8,,
7183201584,JADE PALACE,BRONX,EINSTEIN LOOP,10475,Chinese,21,18.0625,5,4,0,0,3,1,1,3,0,0,0,7,0,1,1,11,,
7182318014,DUNKIN' DONUTS,BRONX,BARTOW AVE,10475,Donuts,5,12.11111111,4,4,1,0,1,3,0,0,0,0,0,3,0,0,2,6,,
7183201659,AMC THEATRES,BRONX,BARTOW AVENUE,10475,American,8,21.17142857,11,7,0,1,6,11,0,0,1,0,0,9,0,0,8,21,,
7183202581,CINNABON,BRONX,BAYCHESTER AVE,10475,Bakery,7,13.75,5,4,1,1,6,2,0,0,0,0,0,0,1,0,2,3,,
7183202749,MCDONALD'S,BRONX,BARTOW AVENUE,10475,American,13,10.14285714,6,4,0,0,3,2,0,0,0,2,0,0,0,0,2,2,,
7183203600,POPEYES LOUISIANA KITCHEN,BRONX,BAYCHESTER AVENUE,10475,Chicken,10,18.40909091,9,6,0,1,7,4,0,1,0,0,0,4,0,0,5,10,,
7183203887,SECTION 5 PIZZA,BRONX,EINSTEIN LOOP,10475,American,23,16.8,4,3,0,0,3,1,0,2,0,0,0,4,0,0,0,7,,
7183203979,CAPRI IV DELI,BRONX,BARTOW AVE,10475,Delicatessen,12,14.58823529,7,5,0,0,3,3,0,4,0,0,0,4,0,0,3,11,,
7183203988,JOYFUL DRAGON CHINESE RESTAURANT,BRONX,EDSON AVENUE,10469,Chinese,3,6.666666667,5,5,0,0,3,1,0,1,0,0,0,1,0,0,0,3,,
3472029004,DUNKIN' DONUTS,BRONX,EAST GUNHILL ROAD,10469,Donuts,2,7.2,3,3,0,0,2,1,0,0,0,0,0,1,0,0,1,2,,
7183204227,APPLEBEE'S,BRONX,BARTOW AVENUE,10475,American,9,22.88235294,5,5,0,0,5,5,0,2,0,0,0,3,0,1,2,10,,
7183204764,CHECKERS,BRONX,BAYCHESTER AVENUE,10475,Hamburgers,11,13.4375,7,5,0,0,2,6,0,1,0,0,0,2,0,0,5,9,,
7183208800,DALLAS BBQ,BRONX,BARTOW AVE,10475,American,5,10.5,5,5,0,0,6,1,0,0,1,0,0,2,0,0,1,3,,
7183209011,BAGEL CAFE,BRONX,BARTOW AVE,10475,Delicatessen,2,15.08695652,10,7,0,0,5,4,1,7,0,0,0,5,0,0,1,16,,
7183209505,MINGLES,BRONX,BOSTON ROAD,10475,Caribbean,17,15.85185185,9,5,0,0,4,10,0,0,1,1,0,4,0,1,8,14,,
7183210000,VIVA KTV,QUEENS,PRINCE ST,11354,Chinese,10,11.72727273,4,3,0,0,2,2,0,0,0,0,0,5,0,1,2,7,,
7183210085,SAGWA NAMOO,QUEENS,DEPOT RD,11358,Korean,7,11.26666667,7,5,0,0,2,6,0,0,1,2,0,5,0,2,2,11,,
7183210185,AIRRANG USA,QUEENS,163RD ST,11358,Korean,10,15.4,2,2,0,0,0,2,0,1,0,0,0,1,0,0,1,4,,
7183210220,SO GONG DONG TOFU HOUSE,QUEENS,41ST AVE,11355,Korean,8,27.57894737,4,3,1,1,6,3,1,1,0,0,0,6,0,0,1,11,,
7183210303,CAVALERI PIZZA & PASTA,QUEENS,162ND ST,11358,Italian,18,20.32142857,8,5,0,2,7,6,1,2,0,0,0,5,0,0,5,15,,
7183210465,CHUCK E. CHEESE'S,QUEENS,COLLEGE POINT BOULEVARD,11354,American,24,18.68421053,6,5,0,0,5,7,0,0,0,0,0,3,0,0,4,10,,
7183210500,SNOWDAYS,QUEENS,PRINCE ST,11354,"Ice Cream, Gelato, Yogurt, Ices",13,18.57142857,5,4,0,1,4,2,1,0,0,0,0,4,0,0,1,7,,
7183210506,THANYA THAI CUISINE,QUEENS,FRANCIS LEWIS BLVD,11358,Thai,11,11.25,5,4,0,0,5,3,0,2,0,0,0,1,1,0,1,6,,
7183210521,STUDIO M,QUEENS,MAIN ST,11354,American,9,16.33333333,3,3,0,1,4,1,0,2,1,0,0,1,0,0,0,5,,
7183210567,DUNKIN' DONUTS,QUEENS,STRATTON STREET,11354,Donuts,4,7.666666667,5,5,0,0,4,0,0,1,0,0,0,3,0,0,1,4,,
7183210600,KING WOK,QUEENS,HORACE HARDING EXPRESSWAY,11365,Chinese,7,16.08695652,9,6,0,1,9,3,1,3,0,1,0,4,0,1,2,11,,
7183210695,MIKE'S PIZZA,QUEENS,UTOPIA PKWY,11365,Pizza,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
7183210775,KENNEDY FRIED CHICKEN,QUEENS,NORTHERN BLVD,11354,Chicken,7,18.29411765,6,5,0,0,3,2,2,4,0,0,0,6,0,1,0,12,,
7183210783,LUX Lounge,BROOKLYN,FORT HAMILTON PKWY,11219,Other,21,17.57142857,2,2,0,0,2,2,0,0,0,0,0,1,0,1,2,3,,
7183210800,CUTTING BOARD FLUSHING,QUEENS,PRINCE ST,11354,Chinese,9,15,5,5,0,0,5,1,1,0,0,0,0,7,0,0,0,8,,
7183210904,LUCKY FAMILY CHINESE CUISINE,QUEENS,40TH RD,11354,Chinese,10,20.5,2,2,0,1,0,1,1,0,0,0,0,1,0,0,0,4,,
7183211100,BODHI FITNESS CENTER,QUEENS,PRINCE STREET,11354,"Juice, Smoothies, Fruit Salads",2,9.444444444,5,5,0,0,5,2,0,0,0,0,0,1,0,0,1,3,,
7183211151,NOLBU RESTAURANT,QUEENS,NORTHERN BOULEVARD,11358,Korean,13,16.25,5,5,0,0,4,5,0,3,0,0,0,1,0,0,3,9,,
7183211221,I CHOPSTICKS,QUEENS,HORACE HARDING EXPY,11365,Asian,12,14.83333333,4,3,0,0,3,1,2,2,0,0,0,3,0,0,1,6,,
7183211240,PINE TREE CAFE & RESTAURANT,QUEENS,NORTHERN BLVD,11358,Korean,2,15.125,6,4,0,1,6,3,0,0,0,2,0,3,0,2,3,7,,
7183211262,XIN SHUN DA RESTAURANT,QUEENS,KISSENA BLVD,11355,Chinese,9,12.6,2,2,0,0,2,0,0,1,1,0,0,2,0,0,0,3,,
7183211363,FU RUN DONG BEI,QUEENS,PRINCE ST,11354,Chinese,12,9.5,2,2,0,0,1,0,0,1,0,0,0,2,0,0,0,3,,
7183211526,BY THE WATER PIU DI PRIMA RISTORANTE,QUEENS,120 STREET,11356,Italian,9,20.21052632,6,5,0,0,5,5,2,1,2,0,0,3,0,0,3,10,,
7183211533,INCHEON RESTAURANT,QUEENS,DEPOT ROAD,11358,Korean,13,10.75,7,6,0,0,2,8,0,0,1,2,0,2,0,1,4,10,,
7183211570,SUBWAY,QUEENS,FRANCIS LEWIS BLVD,11358,Sandwiches,10,9.909090909,5,5,0,0,5,1,0,1,0,0,0,4,0,0,0,6,,
7183211759,FAY DA BAKERY,QUEENS,39 AVENUE,11354,Bakery,11,14.36363636,9,7,0,0,7,4,0,6,0,0,0,4,0,0,1,14,,
7183211893,YAMATO JAPANESE CUISINE,QUEENS,FRANCIS LEWIS BOULEVARD,11358,Japanese,17,15.26086957,9,6,0,0,5,4,3,4,0,0,0,5,0,0,2,13,,
7183211901,THE KING,QUEENS,UNION STREET,11354,Fruits/Vegetables,10,12.42857143,6,5,0,0,4,4,0,0,0,0,0,2,0,2,4,6,,
7183212007,DONG'S FAMILY CUISINE,QUEENS,NORTHERN BLVD,11354,Korean,13,13,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,,
7183212012,FLOWER KARAOKE,QUEENS,CROCHERON AVE,11358,Korean,2,3,3,4,0,0,3,0,0,0,0,0,0,0,0,1,1,0,,
7183212096,DUNKIN' DONUTS,QUEENS,KISSENA BOULEVARD,11355,Caf̩/Coffee/Tea,9,10.30769231,7,6,0,0,4,2,1,0,0,0,0,6,0,0,0,8,,
7183212226,ASIAN GOURMET,QUEENS,MAIN ST,11355,Asian,12,13.5,5,5,0,0,3,0,3,4,0,0,0,4,0,1,0,8,,
7183212231,SUSHI FAMILY EXPRESS,QUEENS,UNION STREET,11354,Japanese,13,10.9,5,5,0,1,3,1,0,1,0,0,0,3,0,0,1,6,,
7183212600,MEERAC,QUEENS,NORTHERN BLVD,11354,Japanese,9,19.66666667,2,2,0,0,1,2,0,1,0,0,0,0,0,0,2,3,,
7183212663,YOUZI SHANGHAI,QUEENS,MAIN ST,11355,Chinese,7,8,11,7,0,1,9,5,3,3,0,0,0,7,0,0,2,16,,
7183212663,YOZ SHANGHAI,QUEENS,MAIN STREET,11355,Chinese,7,16.11111111,11,7,0,1,9,5,3,3,0,0,0,7,0,0,2,16,,
7183212788,TRADITIONAL HUNAN STYLE,QUEENS,40 ROAD,11354,Chinese,7,15.96153846,8,6,0,1,8,4,1,1,0,0,0,8,0,1,3,14,,
7183212886,KUNG FU TEA,QUEENS,ROOSEVELT AVE,11354,Caf̩/Coffee/Tea,7,6.75,3,3,0,1,2,0,0,0,0,0,0,1,0,0,0,2,,
7183212888,GOURMET SPRING RESTAURANT,QUEENS,COLLEGE POINT BLVD,11354,Chinese,12,10.66666667,3,3,0,0,1,0,0,1,0,0,0,4,0,0,0,5,,
7183213008,TIE BAN YOU YU(KOREAN & CHINESE FOOD),QUEENS,ROOSEVELT AVE,11354,Chinese,5,8.5,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,2,,
7183213047,PADO SUSHI,QUEENS,46TH AVE,11358,Korean,24,26.14285714,3,2,0,1,3,4,0,4,0,0,0,0,0,0,2,9,,
7183213644,TIENDA VIEJA RESTAURANT,QUEENS,FRESH MEADOW LANE,11365,Spanish,9,10.92857143,5,5,0,0,6,0,1,2,1,0,0,4,0,0,1,6,,
7183213688,PLATE,QUEENS,MAIN ST,11355,Chinese,5,30.16666667,4,3,0,0,1,1,0,3,0,0,0,6,0,0,1,10,,
7183213811,MAD FOR CHICKEN,QUEENS,NORTHERN BOULEVARD,11354,Korean,2,20.72727273,9,6,0,0,5,6,1,2,0,0,0,4,0,0,4,12,,
7183213838,NAN XIANG XIAO LONG BAO RESTAURANT,QUEENS,PRINCE STREET,11354,Chinese,13,17.16,10,7,0,1,5,6,1,2,1,0,0,6,0,0,4,15,,
7183215937,CAFETERIA (USPS BLDNG),QUEENS,20 AVENUE,11357,American,2,37.22727273,8,5,0,0,6,4,0,5,0,1,0,5,1,0,2,14,,
7183217309,OK RYAN RESTAURANT,QUEENS,COLLEGE POINT BLVD,11355,Chinese,9,9,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,,
7183210567,DUNKIN' DONUTS,QUEENS,UNION STREET,11354,Donuts,4,14.14285714,9,6,1,0,2,8,0,1,0,0,0,4,0,0,6,13,,
7183217777,NONNAS OF WHITESTONE,QUEENS,154TH ST,11357,Pizza/Italian,22,17.2,2,2,0,0,0,0,0,2,0,0,0,3,0,0,0,5,,
7183218120,BURGER KING,QUEENS,MAIN STREET,11354,Hamburgers,10,18,7,6,0,0,9,2,0,5,0,0,0,5,0,0,1,12,,
7183218133,YUMMY SUSHI HOUSE,QUEENS,38TH AVE,11354,Asian,6,5.6,3,3,0,0,2,0,1,0,0,0,0,2,0,0,0,2,,
7183218168,CARNATION BAKERY,QUEENS,KISSENA BOULEVARD,11355,Bakery,7,19.35483871,10,6,0,0,6,8,0,8,0,0,0,3,0,0,6,19,,
7183218429,PUNJABI INDIAN & AMERICAN RESTAURANT,QUEENS,46 AVENUE,11358,Indian,9,12.05263158,8,6,0,0,5,4,0,3,0,0,0,3,0,0,4,10,,
7183218525,YOZ SHANGHAI (BOOTH 20),QUEENS,ROOSEVELT AVE,11354,Chinese,4,17.2,12,7,0,0,4,2,4,9,0,0,0,5,0,0,1,16,,
3477324797,COCO FRESH TEA & JUICE,QUEENS,MAIN STREET,11354,Caf̩/Coffee/Tea,2,5.25,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,2,,
7183218686,CONWAY BISTRO,QUEENS,ROOSEVELT AVE,11354,Chinese,7,5.333333333,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,,
7183218698,MIXX CANTINA,QUEENS,KISSENA BOULEVARD,11355,American,3,10.33333333,8,5,0,0,5,2,0,1,0,1,0,3,0,0,1,6,,
7183218811,NOBLESSE HOUSE,QUEENS,41ST AVE,11355,Korean,4,13.6,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,2,,
7183218818,KATO CAFE,QUEENS,35TH AVE,11354,Chinese,11,11.19047619,8,5,0,1,6,4,1,0,0,1,0,4,0,0,5,9,,
7183218822,NANYANG KITCHEN,QUEENS,MAIN ST,11355,Thai,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
7183218878,CATHERINE BAKERY,QUEENS,COLLEGE POINT BOULEVARD,11354,Bakery,12,19.9375,10,6,0,0,4,6,0,8,0,0,0,13,0,0,1,27,,
7183218882,SEVEN BILLIARD,QUEENS,NORTHERN BOULEVARD,11354,Caf̩/Coffee/Tea,2,16.44444444,5,5,0,0,5,2,0,0,0,0,0,1,0,0,1,3,,
7183218884,NOODLE HOUSE,QUEENS,COLLEGE POINT BLVD,11356,Chinese,12,12,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,,
7183218885,SUPER STAR KTV,QUEENS,SANFORD AVE,11355,Chinese,12,15.86956522,10,5,0,0,4,5,0,3,1,0,0,9,0,1,2,17,,
7183219292,PANDA KING KITCHEN,QUEENS,41ST AVE,11355,Chinese,12,14.5,9,7,0,0,4,7,0,3,0,0,0,6,0,0,2,16,,
7183219375,PIATSA SOUVLAKI GREEK GRILL,QUEENS,30TH AVE,11103,Greek,12,28.64705882,5,4,0,1,3,3,0,3,0,0,0,5,0,0,2,12,,
7183219555,BADA STORY,QUEENS,CROCHERON AVENUE,11358,Korean,11,24.97674419,11,7,0,0,13,4,3,10,0,0,0,10,0,0,3,25,,
7183220041,LA QUINTA INN & SUITES,QUEENS,VAN WYCK EXPRESSWAY,11420,American,12,17.41176471,6,5,0,0,5,3,0,4,0,0,0,5,1,0,0,12,,
7183220792,DUNKIN' DONUTS,QUEENS,CROSSBAY BOULEVARD,11417,Donuts,9,17.5,6,5,0,0,6,4,1,4,0,0,0,2,1,0,1,10,,
7183221203,TRINI DELITE,QUEENS,LIBERTY AVE,11419,Caribbean,9,18,4,3,0,0,4,2,0,3,0,0,0,3,0,0,3,8,,
7183222127,POPEYES,QUEENS,LEFFERTS BOULEVARD,11419,Chicken,12,12.05,11,6,0,0,7,3,0,2,0,1,0,8,0,0,0,13,,
7183222167,PALACE  CHICKEN & GRILL,QUEENS,ROCKAWAY BLVD,11417,Chicken,13,16.46153846,5,4,0,1,4,3,0,0,0,0,0,4,2,0,1,8,,
7183222210,CARIFESTA RESTAURANT,QUEENS,LIBERTY AVENUE,11419,Caribbean,10,13.86666667,6,5,0,0,4,3,2,3,0,0,0,1,0,0,2,7,,
7183222300,RADISSON JFK - CONNECTIONS,QUEENS,140 STREET,11436,American,13,16.72,10,6,0,0,7,5,0,6,0,0,0,5,0,0,2,16,,
7183222606,MATTEO'S OF HOWARD BEACH,QUEENS,SHORE PARKWAY,11414,Italian,13,17.84,7,5,0,0,5,5,2,1,0,0,0,8,2,0,4,14,,
7183223100,LIBERTY KENNEDY FRIED CHICKEN & PIZZA,QUEENS,LIBERTY AVE,11419,Chicken,11,21.55,6,5,0,0,7,4,0,3,0,0,0,3,1,0,3,10,,
7183223446,PANDA,QUEENS,ROCKAWAY BOULEVARD,11436,Chinese,8,12.94444444,8,6,0,0,3,1,3,5,0,0,0,5,0,1,1,11,,
7183223473,JAY'S ROTI HUT,QUEENS,LEFFERTS BLVD,11420,Caribbean,20,28.63157895,5,3,0,1,3,7,0,4,0,0,0,0,0,0,4,12,,
7183223702,GREAT DRAGON,QUEENS,ROCKAWAY BLVD,11436,Chinese,12,12,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,,
7183223903,S & S HOT SPOT ROTI SHOP & RESTAURANT,QUEENS,LIBERTY AVE,11419,Caribbean,13,23.68,8,6,0,0,5,6,1,7,1,0,0,2,0,0,4,15,,
7183223920,EL VIEJO YAYO RESTAURANT & BAR,QUEENS,101ST AVE,11416,Spanish,27,21.75862069,8,5,0,0,7,6,1,6,1,0,0,4,0,0,5,16,,
7183224144,UNDERGROUND LOUNGE,QUEENS,123 STREET,11419,Caribbean,7,13.5,8,5,0,1,6,3,1,0,0,0,0,4,0,0,1,8,,
7183224322,POLLO RICO,QUEENS,CROSSBAY BLVD,11417,Spanish,13,16.7,3,3,0,0,3,3,1,0,0,0,0,2,0,0,1,5,,
7183224448,HILTON GARDEN INN,QUEENS,134 STREET,11430,American,7,13.875,5,5,0,0,8,0,0,3,1,0,0,5,1,0,0,8,,
7183225600,BAKEWELL BAKERY & RESTAURANT,QUEENS,LIBERTY AVE,11419,Caribbean,12,12.8125,7,4,0,0,3,3,0,3,2,1,0,3,0,0,3,9,,
7183226118,CARIBBEAN STYLE CUISINE,QUEENS,ROCKAWAY BOULEVARD,11436,Caribbean,11,17.79166667,8,6,0,0,4,6,0,5,0,0,0,3,0,0,6,14,,
7183226540,TASTE DELI AND GRILL,QUEENS,101 AVENUE,11416,Delicatessen,13,14.47058824,12,7,0,0,7,10,1,7,0,0,0,6,0,0,3,23,,
7183226666,HO HO GARDEN,QUEENS,LIBERTY AVENUE,11417,Chinese,7,26.96875,11,6,0,1,4,5,0,6,1,2,0,10,1,0,6,22,,
7183227190,SHERATON JFK,QUEENS,SOUTH CONDUIT AVENUE,11430,American,19,18.85,7,4,0,0,6,2,1,7,1,0,0,4,0,0,0,13,,
7183227288,LIBERTY DELIGHT RESTAURANT,QUEENS,LIBERTY AVE,11419,Caribbean,10,22,2,2,0,0,1,2,1,1,0,0,0,2,0,0,1,5,,
7183227460,VIVA MIS EMPANADAS,QUEENS,CROSSBAY BLVD,11417,Mexican,12,15.25,4,4,0,0,4,0,0,5,0,1,0,3,1,1,0,8,,
7183227500,Hampton Inn JFK,QUEENS,135TH AVE,11436,American,5,9,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,2,,
7183227690,FRENASIA,QUEENS,CROSSBAY BLVD,11414,Japanese,10,25.2972973,13,8,0,1,13,9,1,5,0,0,0,5,0,0,3,20,,
7183227866,BRUNO'S RESTAURANT,QUEENS,CROSSBAY BOULEVARD,11414,Italian,8,17.12,8,6,0,0,8,5,1,1,0,0,0,5,0,1,5,11,,
7183228500,MARIE'S PIZZA,QUEENS,ROCKAWAY BLVD,11417,Pizza/Italian,9,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,,
7183228555,96 SOUTH PARK,QUEENS,LINDEN BOULEVARD,11417,American,8,13.88235294,6,5,0,0,4,4,0,0,0,0,0,5,0,0,4,9,,
7183228604,GREAT WALL RESTAURANT,QUEENS,ROCKAWAY BLVD,11436,Chinese,12,11.5,2,2,0,0,1,0,0,1,0,0,0,2,0,0,0,3,,
7183229727,MMM...THAT'S A WRAP,QUEENS,CROSSBAY BOULEVARD,11414,American,6,15.03571429,9,6,0,0,13,4,0,5,0,0,0,4,0,0,2,13,,
7183230502,GEMINI'S LOUNGE,QUEENS,LIBERTY AVENUE,11417,Caribbean,12,15.84,10,6,0,2,3,6,1,3,1,0,0,4,0,1,6,15,,
7183230600,EAST MEETS WEST CHINESE RESTAURANT,QUEENS,CROSS BAY BOULEVARD,11414,Chinese,10,15.46153846,10,6,0,1,3,7,0,1,0,1,0,9,0,1,5,18,,
7183231858,SUBWAY,QUEENS,LIBERTY AVE,11419,American,18,15,6,5,0,1,6,2,0,2,0,0,0,1,0,0,2,6,,
7183232161,CROWN FRIED CHICKEN,QUEENS,ROCKAWAY BLVD,11420,Chicken,27,21.66666667,2,2,0,0,0,3,0,1,0,0,0,0,0,0,2,4,,
7183232228,JERRY'S LITTLE TOWN,QUEENS,101ST AVE,11416,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,3.5,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,
7183232228,PARCEROS CHICKEN,QUEENS,101ST AVE,11416,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,
7183232453,SUGAZ BAR,QUEENS,LIBERTY AVENUE,11419,Caribbean,12,24.07692308,6,5,0,1,8,5,0,1,0,0,0,8,0,0,3,15,,
